MobileNo,Name,Acquiring_channel,Conversion_attribution,Type,LAN,Loan_amount,Interest,Tenure,Principal_amount,Loan_type,DPD_30,DPD_90,App_score,Imputed_Income,PIncode,Loan_status,Disbursement_date,EMI_amount,Age,Gender,Employment_type
7006118195,Zara Kumar,Vijay sales X-sell Diwali,App,Balance Transfer,LAN20256416956,325000,0.1554,7,0,Consumer durable,,,6,1143000,440901,Closed,01-08-2025,48865,36,Male,Self-employed
8649820130,Shreya Rao,paid_search_hl_nonbrand,App,New,LAN20224236479,305000,0.1607,7,0,Consumer durable,,,8.9,1178000,380751,Closed,01-09-2022,45936,45,Male,Salaried
6864391968,Amit Kapoor,Apppush for MAU,Field,Top-up,LAN20202521779,3167000,0.1424,45,0,Personal loan,,,9,1642000,700724,Closed,01-05-2020,91240,40,Male,Self-employed
6719322045,Salman Gomes,utm_source=facebook&utm_medium=social&utm_campaign=cd_retarget,Field,New,LAN20248012385,2649000,0.1547,18,0,Personal loan,,,6.5,1141000,440604,Closed,01-04-2024,165844,53,Female,Salaried
6389068879,Karthik Rao,Store Footfall,Website,New,LAN20230158039,11572000,0.0751,48,1373369,Home loan,,,7,1254000,500934,Active,01-01-2023,279852,60,Female,Salaried
9771725862,Sneha Sharma,iPhone Campaign,Website,New,LAN20242680849,15206000,0.0831,59,9259378,Home loan,,,9.3,1314000,530078,Active,01-06-2024,314834,24,Male,Salaried
9771725862,Sneha Sharma,Email - preapproved offer,Field,Top-up,LAN20230230833,3552000,0.0947,59,1131201,Home loan,,,9.3,1314000,530078,Active,01-01-2023,75536,24,Male,Salaried
9771725862,Sneha Sharma,store_footfall_branch,Website,New,LAN20254437779,45000,0.1307,14,0,Consumer durable,,,9.3,1314000,530078,Closed,01-04-2025,3483,24,Male,Salaried
9771725862,Sneha Sharma,Storefootfall,Website,Top-up,LAN20256994073,333000,0.1564,20,73672,Consumer durable,,,9.3,1314000,530078,Active,01-04-2025,19022,24,Male,Salaried
8493036042,Farhan Sharma,Vijay Sales cross sell,Website,Top-up,LAN20201160899,1004000,0.1488,20,0,Personal loan,,,6.3,1750000,600443,Closed,01-12-2020,56991,59,Female,Salaried
8493036042,Farhan Sharma,Website Banner - Diwali,Field,Top-up,LAN20244183644,165000,0.1581,17,0,Consumer durable,,,6.3,1750000,600443,Closed,01-08-2024,10897,59,Female,Salaried
8493036042,Farhan Sharma,App push - MAU drive,App,New,LAN20256725301,9253000,0.0936,46,6778040,Home loan,,,6.3,1750000,600443,Active,01-06-2025,240167,59,Female,Salaried
6066889201,Diya Menon,referral - branch walkin,Field,New,LAN20192752259,99000,0.1346,21,0,Consumer durable,,,8.5,707000,380297,Closed,01-02-2019,5318,30,Male,Salaried
8641653986,Imran Nair,Storefootfall,Call center,New,LAN20221572575,414000,0.1726,20,0,Consumer durable,,,6.9,1714000,600287,Closed,01-05-2022,23967,36,Female,Salaried
8196195041,Salman Verma,SMS blast - existing customer,App,New,LAN20210078642,9566000,0.1137,27,0,Loan against securities,,,6.3,984000,560731,Closed,01-04-2021,403212,43,Male,Self-employed
6488224555,Vihaan Iyer,GoogleAds_HL_brand,Call center,New,LAN20247202480,3165000,0.0797,50,1649927,Home loan,,,9.2,1365000,440944,Active,01-06-2024,74599,55,Male,Self-employed
7081988123,Rahul Qureshi,Mobile app campaign,App,Top-up,LAN20231946270,4339000,0.1502,40,923061,Personal loan,,,7.4,576000,560278,Active,01-11-2023,138550,25,Female,Salaried
7780558312,Diya Patel,Mobile app campaign,Website,Top-up,LAN20221846801,2733000,0.1542,33,0,Personal loan,,,9.7,747000,452604,Closed,01-04-2022,102138,44,Female,Self-employed
9473967736,Mohammed Kumar,website_billionday_sale,Website,New,LAN20268613383,114000,0.139,10,103182,Consumer durable,,,9.3,999000,400350,Active,01-07-2026,12139,54,Male,Salaried
8283420823,Karthik Kumar,mobile_app_campaign,Field,Top-up,LAN20190549264,2868000,0.131,34,0,Personal loan,,,8.9,980000,831931,Closed,01-10-2019,101428,49,Male,Self-employed
8062105898,Imran Chatterjee,sms_campaign_reengage,Field,Top-up,LAN20202624717,20533000,0.0872,40,0,Home loan,,,6.2,1086000,302990,Closed,01-12-2020,593387,30,Male,Salaried
7961298819,Fatima Fernandes,iphone_campaign_launch,Call center,New,LAN20240199548,24539000,0.1027,16,0,Loan against securities,,,7.5,994000,39,Closed,01-10-2024,1647633,47,Female,Salaried
6351297774,Vihaan Gomes,MobileApp Campaign - Q3,Website,New,LAN20182378006,46000,0.1383,24,0,Consumer durable,,,7,748000,226705,Closed,01-08-2018,2205,49,Female,Salaried
8145021190,Sai Khan,Website_sticky CTA,Website,New,LAN20241242876,602000,0.1442,39,232504,Personal loan,,,6.1,1184000,682069,Active,01-06-2024,19425,44,Male,Self-employed
9686913897,Ahmed Chatterjee,Website Banner - Diwali,Field,New,LAN20216685092,2333000,0.1452,35,0,Personal loan,,,7.4,1533000,682920,Closed,01-03-2021,82162,57,Male,Salaried
6264136984,Anika Kapoor,Mobile app campaign,Call center,New,LAN20193377943,248000,0.1558,14,0,Consumer durable,,,7.2,565000,831501,Closed,01-01-2019,19487,34,Male,Salaried
6263080779,Vivaan Kumar,EntryPage_PL_Journey,Website,Top-up,LAN20198142572,4781000,0.1125,14,0,Personal loan,,,7.2,1553000,800967,Closed,01-09-2019,365997,57,Male,Salaried
6208415728,Vihaan Malhotra,Website_sticky CTA,Call center,Top-up,LAN20238579713,2807000,0.1696,22,0,Personal loan,,,6.2,1342000,682288,Closed,01-10-2023,149346,33,Female,Salaried
7697984347,Kabir Iyer,Iphone_campaign,App,New,LAN20216959121,446000,0.1475,3,0,Consumer durable,,,6.1,1412000,400893,Closed,01-02-2021,152336,38,Female,Self-employed
8004023670,Saanvi Reddy,Vijay sales X-sell Diwali,Field,New,LAN20231632449,2302000,0.1121,21,0,Loan against securities,,,8.5,1724000,462632,Closed,01-08-2023,121232,35,Male,Salaried
9917814050,Amit Pinto,Apppush for MAU,Website,New,LAN20262167912,1231000,0.1725,35,1203691,Personal loan,,,6.2,1685000,700570,Active,01-07-2026,45005,57,Female,Salaried
8331217381,Amit Das,paid_search_hl_nonbrand,App,New,LAN20228313042,7836000,0.09,40,0,Home loan,,,7.3,1294000,781625,Closed,01-09-2022,227480,54,Male,Salaried
9056264730,Meera Reddy,SMS blast - existing customer,Website,New,LAN20263813093,2311000,0.139,36,2098938,Personal loan,,,8.7,657000,781584,Active,01-04-2026,78872,49,Male,Salaried
8249310684,Divya Kumar,sms_campaign_reengage,Call center,New,LAN20258314768,7532000,0.1263,29,5677110,Loan against securities,,,7.8,902000,641656,Active,01-12-2025,302728,44,Female,Salaried
7012515896,Anika Pinto,utm_source=google&utm_medium=cpc&utm_campaign=pl_generic,Call center,New,LAN20227999243,343000,0.1573,5,0,Consumer durable,,,6.5,1041000,751813,Closed,01-06-2022,71321,48,Female,Self-employed
9242814025,Sara Verma,entrypage journey - PL,Call center,New,LAN20210143622,18993000,0.0897,58,0,Home loan,,,6.6,1370000,530481,Closed,01-04-2021,404769,24,Female,Salaried
6475064338,Imran D'Souza,apppush_mau_reengagement,Website,New,LAN20189913133,7575000,0.075,42,0,Home loan,,,6.5,722000,452470,Closed,01-05-2018,205623,42,Male,Self-employed
9245459024,Meera Patel,Branch Referral,Field,New,LAN20267790667,124000,0.1463,22,119052,Consumer durable,,,9.4,1634000,700798,Active,01-07-2026,6460,25,Male,Salaried
9361786867,Kavya Patel,Store Footfall,Website,Top-up,LAN20231187661,210000,0.1632,19,0,Consumer durable,,,8.1,1524000,560243,Closed,01-05-2023,12617,37,Male,Self-employed
6415092548,Aarav Das,Twowheeler_Suzuki,Website,New,LAN20267269055,423000,0.1447,14,366829,Consumer durable,,,8.5,1070000,160501,Active,01-06-2026,33018,51,Male,Salaried
7306526092,Imran Fernandes,Website-StickyCTA,Call center,New,LAN20248718716,400000,0.1434,11,0,Consumer durable,,,7.2,1277000,530447,Closed,01-01-2024,39023,26,Female,Self-employed
8605179313,Rohan Khan,Website Banner - Diwali,App,New,LAN20259856097,23541000,0.09,43,17203350,Home loan,,,7.6,1040000,641228,Active,01-07-2025,642513,38,Female,Self-employed
9328951315,Sara Iyer,sms_campaign_reengage,Call center,Top-up,LAN20193807166,10855000,0.0755,51,0,Home loan,,,7.8,985000,400978,Closed,01-10-2019,249477,59,Female,Salaried
6508485529,Ishaan Nair,employee referral scheme,Call center,New,LAN20216344860,240000,0.1372,20,0,Consumer durable,,,9.3,1507000,411428,Closed,01-06-2021,13492,57,Female,Salaried
6552063819,Pooja Gupta,iphone_campaign_launch,Call center,New,LAN20251579996,412000,0.14,14,63031,Consumer durable,,,8.9,1377000,452656,Active,01-08-2025,32068,28,Female,Self-employed
6552063819,Pooja Gupta,Store Footfall,Call center,New,LAN20253605335,3420000,0.1291,29,2017181,Loan against securities,,,8.9,1377000,452656,Active,01-07-2025,137911,28,Female,Self-employed
6549422177,Nisha Mehta,Iphone_campaign,Website,New,LAN20214504409,426000,0.1401,16,0,Consumer durable,,,7.3,1278000,141038,Closed,01-09-2021,29344,29,Female,Self-employed
6157735803,Ananya Gomes,iPhone Campaign,Website,New,LAN20246358208,19959000,0.0894,48,10032604,Home loan,,,7.2,1698000,141585,Active,01-06-2024,496112,35,Female,Salaried
7343108894,Kavya Sharma,Storefootfall,Field,New,LAN20223448372,12518000,0.0973,20,0,Loan against securities,,,9.7,1484000,700234,Closed,01-05-2022,680550,33,Male,Salaried
9643304168,Deepak Gomes,website_billionday_sale,App,New,LAN20221145653,447000,0.1511,5,0,Consumer durable,,,9.3,1423000,160279,Closed,01-06-2022,92805,55,Male,Salaried
8008207252,Mohammed Mehta,website banner diwali,Field,New,LAN20186912042,4337000,0.1184,27,0,Personal loan,,,6.6,888000,835392,Closed,01-11-2018,183761,54,Male,Salaried
8008207252,Mohammed Mehta,apppush_mau_reengagement,Field,Top-up,LAN20241763948,355000,0.1408,15,0,Consumer durable,,,6.6,888000,835392,Closed,01-05-2024,25949,54,Male,Salaried
8008207252,Mohammed Mehta,website_billionday_sale,Field,New,LAN20213564243,8964000,0.1025,12,0,Loan against securities,,,6.6,888000,835392,Closed,01-09-2021,789121,54,Male,Salaried
8008207252,Mohammed,EntryPage_PL_Journey,App,New,LAN20201534771,4453000,0.1664,24,0,Personal loan,,,6.6,888000,835392,Closed,01-02-2020,219397,54,Male,Salaried
8878460806,Vivaan Nair,Mobile app campaign,Field,Top-up,LAN20216348538,4993000,0.1487,21,0,Personal loan,,,8.5,617000,781013,Closed,01-10-2021,271500,57,Male,Self-employed
7032755495,Arjun Fernandes,Website Banner - Diwali,Website,New,LAN20204123168,111000,0.1331,20,0,Consumer durable,,,7.1,874000,695934,Closed,01-04-2020,6219,52,Male,Self-employed
7377806004,Fatima Gomes,Vijay Sales cross sell,App,New,LAN20235546393,270000,0.172,4,0,Consumer durable,,,7.5,966000,700367,Closed,01-03-2023,69936,45,Female,Salaried
9289603602,Aadhya Pillai,web_banner_diwali_offer,Website,New,LAN20191926655,12783000,0.0762,41,0,Home loan,,,8.3,752000,302647,Closed,01-12-2019,355109,22,Male,Salaried
8012909268,Ramesh Sheikh,Website - Billion Days,Call center,New,LAN20201632302,861000,0.1103,45,0,Personal loan,,,8.5,1256000,695729,Closed,01-09-2020,23449,49,Male,Salaried
7713005406,Vivaan Patel,Store Footfall,App,Balance Transfer,LAN20248468217,3887000,0.1019,25,678432,Loan against securities,,,6.1,1706000,400696,Active,01-11-2024,173224,55,Male,Salaried
6781768501,Farhan Malhotra,Website - Billion Days,Call center,New,LAN20267126522,3299000,0.119,48,3023600,Personal loan,,,7.1,722000,641390,Active,01-03-2026,86713,30,Female,Salaried
7152248286,Amit Gupta,Apppush for MAU,Website,New,LAN20254845935,22125000,0.0942,43,16201712,Home loan,,,7.7,786000,395922,Active,01-07-2025,608250,45,Male,Salaried
7152248286,Amit Gupta,store_footfall_branch,Field,Top-up,LAN20228090570,430000,0.1739,7,0,Consumer durable,,,7.7,786000,395922,Closed,01-09-2022,65041,45,Male,Salaried
7152248286,Amit Gupta,entrypage journey - PL,Website,New,LAN20242879200,143000,0.1662,12,0,Consumer durable,,,7.7,786000,395922,Closed,01-03-2024,13017,45,Male,Salaried
8295424116,Neha Gupta,iPhone Campaign,Website,New,LAN20219160794,1706000,0.1026,14,0,Loan against securities,,,6.2,724000,800620,Closed,01-08-2021,129815,52,Male,Salaried
9693267869,Priya Gomes,store_footfall_branch,Field,Balance Transfer,LAN20219344659,78000,0.1734,3,0,Consumer durable,,,9.3,1770000,831166,Closed,01-01-2021,26755,34,Female,Salaried
8822225761,Sara Reddy,entrypage journey - PL,App,New,LAN20264879343,137000,0.1336,20,99036,Consumer durable,,,8.5,1495000,834465,Active,01-02-2026,7679,50,Male,Salaried
6665955687,Riya Iyer,Mobile app campaign,App,New,LAN20259639025,17948000,0.0843,45,14433257,Home loan,,,6.2,1091000,395671,Active,01-10-2025,466591,44,Male,Self-employed
8685983123,Neha Gomes,Storefootfall,Website,Top-up,LAN20267058580,408000,0.1449,22,324497,Consumer durable,,,8.7,689000,835614,Active,01-03-2026,21229,33,Male,Self-employed
7096618194,Kabir Kumar,sms_campaign_reengage,Website,New,LAN20219828867,22946000,0.0829,58,478202,Home loan,,,5.8,859000,781352,Active,01-11-2021,481506,54,Male,Self-employed
7096618194,Kabir Kumar,SMS blast - existing customer,Call center,New,LAN20209646795,70000,0.1355,5,0,Consumer durable,,,5.8,859000,781352,Closed,01-04-2020,14478,54,Male,Self-employed
8617908523,Deepak Gupta,Vijay Sales cross sell,Website,New,LAN20264055445,3298000,0.1358,22,2335776,Personal loan,,,5.9,581000,800116,Active,01-01-2026,170186,23,Female,Self-employed
8791863969,Saanvi Gomes,Website-StickyCTA,Field,New,LAN20190893740,16556000,0.1244,6,0,Loan against securities,,,8.5,1527000,835810,Closed,01-06-2019,2860312,43,Male,Salaried
9087531101,Aditya D'Souza,App push - MAU drive,Website,New,LAN20208641919,3074000,0.1403,16,0,Personal loan,,,7.6,783000,530692,Closed,01-10-2020,211773,32,Male,Salaried
6976670215,Ananya Malhotra,2W_Suzuki_dealer,App,New,LAN20260267199,13384000,0.0903,42,11435435,Home loan,,,7.1,1655000,831448,Active,01-01-2026,372860,48,Male,Self-employed
7151043711,Ira Sheikh,TwoWheeler Suzuki tie-up,App,New,LAN20181761260,407000,0.1633,8,0,Consumer durable,,,8.5,1010000,400247,Closed,01-09-2018,54040,28,Female,Self-employed
9332541377,Rohan Sharma,entrypage journey - PL,Field,Top-up,LAN20192149573,222000,0.1533,17,0,Consumer durable,,,6.9,888000,560108,Closed,01-10-2019,14611,54,Male,Salaried
9843046756,Rohan Banerjee,website sticky cta,Call center,New,LAN20246551293,4286000,0.0839,56,2943147,Home loan,,,7.5,1670000,141556,Active,01-12-2024,92758,54,Male,Salaried
7104946978,Reyansh D'Souza,apppush_mau_reengagement,App,Top-up,LAN20241279500,427000,0.1403,4,0,Consumer durable,,,8.7,1244000,570693,Closed,01-11-2024,109888,28,Male,Salaried
6782071454,Fatima Joshi,web_banner_diwali_offer,Website,New,LAN20222192057,109000,0.1336,23,0,Consumer durable,,,8,578000,440511,Closed,01-02-2022,5398,55,Male,Salaried
7612622269,Rahul Khan,Website Banner - Diwali,App,New,LAN20223651706,3081000,0.1243,14,0,Personal loan,,,7.8,1693000,781357,Closed,01-06-2022,237550,46,Male,Salaried
8329665776,Rahul Verma,Storefootfall,Website,New,LAN20227279756,24454000,0.0748,55,4594569,Home loan,,,7.9,1648000,800014,Active,01-10-2022,526550,24,Male,Self-employed
8035844450,Diya Fernandes,Mobile app campaign,App,Balance Transfer,LAN20180076069,402000,0.1467,24,0,Consumer durable,,,9.7,1563000,695021,Closed,01-03-2018,19429,56,Female,Self-employed
8035844450,Diya Fernandes,MobileApp Campaign - Q3,App,New,LAN20205505866,464000,0.1411,21,0,Consumer durable,,,9.7,1563000,695021,Closed,01-10-2020,25064,56,Female,Self-employed
8035844450,Diya Fernandes,2W_Suzuki_dealer,Call center,Top-up,LAN20190750184,438000,0.1631,7,0,Consumer durable,,,9.7,1563000,695021,Closed,01-04-2019,66019,56,Female,Self-employed
6947646748,Pooja Menon,GoogleAds_HL_brand,Website,Top-up,LAN20241406695,394000,0.1471,9,0,Consumer durable,,,9.5,930000,641001,Closed,01-04-2024,46505,32,Male,Salaried
7464206780,Rajesh Ansari,mobile_app_campaign,Website,New,LAN20205450944,376000,0.1386,9,0,Consumer durable,,,7.7,1713000,110477,Closed,01-10-2020,44227,46,Male,Salaried
7237074255,Vihaan Kumar,TwoWheeler Suzuki tie-up,Call center,New,LAN20198726563,9570000,0.082,55,0,Home loan,,,7.8,1405000,440776,Closed,01-04-2019,209328,48,Male,Self-employed
8898074659,Krishna Chatterjee,Branch Referral,Website,Top-up,LAN20258600929,2942000,0.1424,20,1109503,Personal loan,,,7.5,1400000,560673,Active,01-07-2025,166113,26,Male,Self-employed
8933067985,Rajesh Sharma,Website - Billion Days,App,New,LAN20204429766,383000,0.1601,16,0,Consumer durable,,,8.4,1479000,570776,Closed,01-09-2020,26742,33,Female,Salaried
8933067985,Rajesh Sharma,employee referral scheme,App,New,LAN20246982210,24162000,0.108,10,0,Loan against securities,,,8.4,1479000,570776,Closed,01-04-2024,2537409,33,Female,Salaried
6844808053,Rohan Khan,employee referral scheme,Website,Top-up,LAN20191310833,505000,0.166,35,0,Personal loan,,,8,1046000,141008,Closed,01-03-2019,18300,55,Female,Self-employed
7014888112,Pooja Nair,website sticky cta,Field,New,LAN20251094943,587000,0.1632,40,493515,Personal loan,,,8.1,1463000,462241,Active,01-12-2025,19124,28,Female,Self-employed
8544307693,Neha Iyer,website_billionday_sale,App,New,LAN20204281497,8710000,0.1138,35,0,Loan against securities,,,8.1,1337000,700547,Closed,01-09-2020,293605,31,Female,Self-employed
8450176848,Aadhya Qureshi,store_footfall_branch,Field,New,LAN20212647220,221000,0.1619,8,0,Consumer durable,,,9.3,703000,440185,Closed,01-03-2021,29328,31,Male,Salaried
9426010657,Farhan Rao,Store Footfall,Call center,Top-up,LAN20240214277,8025000,0.0919,44,3982594,Home loan,,,8.8,1431000,400730,Active,01-08-2024,215529,48,Male,Self-employed
6152450259,Pari Iyer,Website billion day,Website,New,LAN20195807602,32000,0.1666,21,0,Consumer durable,,,8.3,1580000,411375,Closed,01-07-2019,1767,51,Male,Salaried
6481984329,Pooja Verma,google ads - home loan,Website,Top-up,LAN20235662750,1839000,0.1193,45,294973,Personal loan,,,9.3,658000,226523,Active,01-05-2023,50887,45,Female,Self-employed
6968434810,Suresh Patel,EntryPage_PL_Journey,Website,New,LAN20259982530,149000,0.1708,12,0,Consumer durable,,,6.5,907000,400230,Closed,01-05-2025,13595,50,Male,Salaried
7321030647,Ayesha Verma,apppush_mau_reengagement,Website,New,LAN20216302998,160000,0.134,10,0,Consumer durable,,,6.1,1038000,695842,Closed,01-10-2021,16999,48,Female,Self-employed
7437709365,Sneha Shah,Website_sticky CTA,App,New,LAN20212149624,24178000,0.1085,36,0,Loan against securities,,,9.6,811000,452644,Closed,01-04-2021,789840,23,Female,Salaried
8243668316,Ayesha Malhotra,store_footfall_branch,Website,Top-up,LAN20254860051,323000,0.15,12,0,Consumer durable,,,7.3,1057000,831508,Closed,01-06-2025,29153,60,Male,Salaried
9694820403,Vikram Malhotra,employee referral scheme,App,Top-up,LAN20197998401,58000,0.155,23,0,Consumer durable,,,6.1,1463000,395845,Closed,01-04-2019,2931,49,Male,Self-employed
7710459292,Sanjay Joshi,website banner diwali,App,New,LAN20246604343,2845000,0.1119,16,0,Personal loan,,,9.1,553000,560217,Closed,01-05-2024,192233,57,Male,Salaried
7710459292,Sanjay  Joshi,website banner diwali,Field,Top-up,LAN20250470035,19189000,0.0931,28,8037114,Loan against securities,,,9.1,553000,560217,Active,01-03-2025,765096,57,Male,Salaried
7710459292,Sanjay Joshi,web_banner_diwali_offer,Website,New,LAN20208083682,433000,0.1689,18,0,Consumer durable,,,9.1,553000,560217,Closed,01-04-2020,27399,57,Male,Salaried
7710459292,Sanjay Joshi,Iphone_campaign,Call center,New,LAN20243333391,106000,0.1378,24,19743,Consumer durable,,,9.1,553000,560217,Active,01-12-2024,5078,57,Male,Salaried
8341124094,Mohammed Sharma,SMS blast - existing customer,Field,New,LAN20254611700,9734000,0.1125,18,2306542,Loan against securities,,,8.8,1381000,641353,Active,01-06-2025,590214,56,Male,Salaried
8341124094,Mohammed Sharma,referral - branch walkin,Website,Top-up,LAN20201701797,36000,0.1603,14,0,Consumer durable,2020-11,2020-12,8.8,1381000,641353,Closed,01-06-2020,2836,56,Male,Salaried
9240790036,Anika Ansari,website banner diwali,Website,New,LAN20266023426,3534000,0.1392,35,3024829,Personal loan,,,6.3,1238000,682980,Active,01-02-2026,123428,33,Female,Salaried
7514238243,Myra Pinto,TwoWheeler Suzuki tie-up,Website,New,LAN20204237324,417000,0.1575,18,0,Consumer durable,,,6.2,1237000,600008,Closed,01-11-2020,26162,57,Female,Salaried
9868442944,Sai Pinto,MobileApp Campaign - Q3,Field,Top-up,LAN20196184997,371000,0.1633,23,0,Consumer durable,,,9.1,788000,682648,Closed,01-07-2019,18895,24,Female,Salaried
9868442944,sai pinto,Vijay Sales cross sell,Call center,New,LAN20201431087,6002000,0.0832,41,0,Home loan,,,9.1,788000,682648,Closed,01-07-2020,168685,24,Female,Salaried
9868442944,Sai Pinto,Website Banner - Diwali,App,New,LAN20229398356,2991000,0.1614,12,0,Personal loan,,,9.1,788000,682648,Closed,01-07-2022,271574,24,Female,Salaried
7823163566,Ayesha Das,App push - MAU drive,Website,Top-up,LAN20232611069,9855000,0.0946,52,2220074,Home loan,,,8.3,621000,395512,Active,01-02-2023,231747,53,Male,Self-employed
6077837119,Meera Sheikh,apppush_mau_reengagement,Website,Top-up,LAN20217947160,15525000,0.097,5,0,Loan against securities,,,6.4,1303000,395428,Closed,01-08-2021,3180700,24,Male,Salaried
6202395690,Divya Sharma,utm_source=google&utm_medium=cpc&utm_campaign=pl_generic,App,Balance Transfer,LAN20232687785,20050000,0.0901,28,0,Loan against securities,,,6.9,1327000,160099,Closed,01-12-2023,796653,29,Male,Salaried
9700095874,Pooja Kumar,employee referral scheme,App,New,LAN20200009507,426000,0.1378,17,0,Consumer durable,,,9.6,1341000,800184,Closed,01-01-2020,27727,56,Female,Salaried
6154471625,Ramesh Singh,Email - preapproved offer,App,New,LAN20187586711,1273000,0.1269,41,0,Personal loan,,,8.7,1540000,834318,Closed,01-08-2018,38426,48,Male,Salaried
9799911219,Yusuf Gomes,website sticky cta,Field,New,LAN20209387701,9010000,0.0925,60,0,Home loan,2021-03,2021-04,6.6,632000,302436,Closed,01-10-2020,188128,58,Female,Salaried
9799911219,Yusuf Gomes,vijay sales - cross-sell,App,New,LAN20221560874,453000,0.1586,15,0,Consumer durable,,,6.6,632000,302436,Closed,01-10-2022,33491,58,Female,Salaried
8262002086,Vikram Banerjee,sms_campaign_reengage,Website,New,LAN20255388684,1863000,0.0774,53,1266797,Home loan,,,6.1,1122000,500056,Active,01-01-2025,41613,49,Female,Salaried
8262002086,Vikram Banerjee,EntryPage_PL_Journey,Website,Top-up,LAN20225997852,4973000,0.1611,45,0,Personal loan,,,6.1,1122000,500056,Closed,01-09-2022,147951,49,Female,Salaried
8554374965,Arjun Khan,employee referral scheme,Call center,New,LAN20242322992,7414000,0.1047,33,512349,Loan against securities,,,9.5,1522000,520585,Active,01-01-2024,259532,32,Male,Salaried
7504357233,Zara Singh,Store Footfall,Call center,New,LAN20236988411,462000,0.1637,24,0,Consumer durable,,,8.3,1431000,682005,Closed,01-05-2023,22703,53,Male,Self-employed
6624350081,Anika Pinto,website sticky cta,Website,New,LAN20216604148,13704000,0.0818,57,0,Home loan,2025-01,2025-02,6.9,1238000,160574,Closed,01-07-2021,290954,45,Male,Salaried
6624350081,Anika Pinto,Branch Referral,Website,New,LAN20216004130,374000,0.1407,3,0,Consumer durable,,,6.9,1238000,160574,Closed,01-03-2021,127601,45,Male,Salaried
7953419493,Shreya Chatterjee,Website - Billion Days,Website,Top-up,LAN20235196227,2667000,0.1129,30,0,Personal loan,,,8.9,1174000,800340,Closed,01-01-2023,102450,34,Female,Self-employed
7050184381,Rohan Iyer,Branch Referral,Field,New,LAN20210673248,188000,0.1311,4,0,Consumer durable,,,6,1594000,530137,Closed,01-07-2021,48291,55,Male,Salaried
8879005148,Suresh Banerjee,Branch Referral,Website,New,LAN20236113918,13709000,0.1294,16,0,Loan against securities,,,9.1,826000,600253,Closed,01-04-2023,937451,34,Male,Self-employed
8674979792,Kabir Pinto,Storefootfall,App,New,LAN20253940333,119000,0.1602,5,0,Consumer durable,,,8.9,1176000,700704,Closed,01-02-2025,24762,22,Male,Self-employed
8841500918,Fatima Rao,apppush_mau_reengagement,Website,New,LAN20189807383,3011000,0.1284,16,0,Personal loan,,,9.3,1423000,560002,Closed,01-02-2018,205758,45,Female,Salaried
9589995477,Ananya Khan,MobileApp Campaign - Q3,Field,Balance Transfer,LAN20226103284,292000,0.1716,13,0,Consumer durable,,,9.6,577000,834778,Closed,01-01-2022,24774,60,Male,Self-employed
9372050993,Karthik Joshi,Apppush for MAU,Field,New,LAN20207882613,164000,0.1339,12,0,Consumer durable,,,9.8,891000,700212,Closed,01-03-2020,14678,35,Female,Salaried
6264899508,Krishna Malhotra,Store Footfall,Call center,New,LAN20251200512,2185000,0.1577,18,786074,Personal loan,,,7,1080000,560460,Active,01-08-2025,137104,60,Male,Salaried
9213841125,Ramesh Nair,website sticky cta,Call center,New,LAN20192158071,326000,0.1579,6,0,Consumer durable,,,6.2,1354000,700128,Closed,01-11-2019,56863,52,Male,Salaried
6565337198,Zara Fernandes,Branch Referral,Website,New,LAN20255108858,3857000,0.1398,15,0,Personal loan,,,8.2,1422000,462648,Closed,01-04-2025,281746,22,Male,Salaried
7197820922,Ira Kapoor,Vijay sales X-sell Diwali,App,New,LAN20263105545,340000,0.1315,10,174631,Consumer durable,,,8.9,1042000,781022,Active,01-03-2026,36083,28,Male,Salaried
6949733071,Pari Joshi,App push - MAU drive,Website,Top-up,LAN20204893637,344000,0.1706,21,0,Consumer durable,,,7.5,1301000,380655,Closed,01-02-2020,19063,60,Female,Salaried
7071993331,Ayesha Nair,Email - preapproved offer,Field,Top-up,LAN20205864715,140000,0.136,18,0,Consumer durable,,,7.1,1601000,208836,Closed,01-04-2020,8642,30,Male,Self-employed
8369411045,Priya Qureshi,iphone_campaign_launch,App,New,LAN20256787869,15994000,0.0976,7,0,Loan against securities,,,6,1686000,520387,Closed,01-06-2025,2359793,37,Male,Salaried
9964835843,Sara Banerjee,Mobile app campaign,Website,New,LAN20185386679,184000,0.1548,20,0,Consumer durable,,,6.3,1692000,560099,Closed,01-08-2018,10497,30,Male,Salaried
7215222584,Fatima Reddy,utm_source=facebook&utm_medium=social&utm_campaign=cd_retarget,Field,New,LAN20253880215,22598000,0.0755,49,14648889,Home loan,,,7.2,1496000,700312,Active,01-01-2025,537358,59,Female,Salaried
8729905723,Kavya Sheikh,sms_campaign_reengage,App,New,LAN20204859337,1874000,0.1127,46,0,Personal loan,,,8,941000,641476,Closed,01-12-2020,50359,57,Male,Self-employed
8748014570,Suresh Banerjee,website banner diwali,Field,Top-up,LAN20212965393,443000,0.1306,11,0,Consumer durable,,,9.8,1042000,395225,Closed,01-11-2021,42950,51,Female,Salaried
8196562785,Anika Sharma,Website billion day,Website,New,LAN20185640235,59000,0.1489,21,0,Consumer durable,,,6.2,1227000,452614,Closed,01-05-2018,3209,59,Female,Salaried
9883574115,Aarav Pillai,Vijay Sales cross sell,Call center,New,LAN20219079745,2952000,0.1655,33,0,Personal loan,,,7.8,1668000,500513,Closed,01-07-2021,111955,37,Male,Self-employed
